1	1	1	1	1
2	2	2	2	2
3	3	3	3	3
4	4	4	4	4
5	5	5	5	5
6	6	6	6	6
7	7	7	7	7
8	8	8	8	8
9	9	9	9	9
10	10	10	10	10
11	11	11	11	11
12	12	12	12	12
13	13	13	13	13
14	14	14	14	14
15	15	15	15	15
16	16	16	16	16
17	17	17	17	17
18	18	18	18	18
19	19	19	19	19
20	20	20	20	20
21	20	20	20	19
22	20	20	20	18
22	20	21	19	18
22	20	21	20	17
22	20	21	21	16
22	21	20	19	18
22	21	20	20	17
22	21	20	21	16
22	21	21	19	17
22	21	21	20	16
22	21	21	21	15
23	20	20	19	18
23	20	20	20	17
23	20	20	21	16
23	20	21	19	17
23	20	21	20	16
23	20	21	21	15
23	21	19	19	18
23	21	19	20	17
23	21	19	21	16
23	21	20	19	17
23	21	20	20	16
23	21	20	21	15
23	21	21	18	17
23	21	21	19	16
23	21	21	20	15
23	21	21	21	14
23	21	22	18	16
23	21	22	19	15
23	21	22	20	14
23	21	22	21	13
23	21	22	22	12
23	22	19	19	17
23	22	19	20	16
23	22	19	21	15
23	22	20	18	17
23	22	20	19	16
23	22	20	20	15
23	22	20	21	14
23	22	21	18	16
23	22	21	19	15
23	22	21	20	14
23	22	21	21	13
23	22	21	22	12
23	22	22	17	16
23	22	22	18	15
23	22	22	19	14
23	22	22	20	13
23	22	22	21	12
23	22	22	22	11
24	20	19	19	18
24	20	19	20	17
24	20	19	21	16
24	20	20	19	17
24	20	20	20	16
24	20	20	21	15
24	20	21	18	17
24	20	21	19	16
24	20	21	20	15
24	20	21	21	14
24	20	22	18	16
24	20	22	19	15
24	20	22	20	14
24	20	22	21	13
24	20	22	22	12
24	21	19	19	17
24	21	19	20	16
24	21	19	21	15
24	21	20	18	17
24	21	20	19	16
24	21	20	20	15
24	21	20	21	14
24	21	21	18	16
24	21	21	19	15
24	21	21	20	14
24	21	21	21	13
24	21	21	22	12
24	21	22	17	16
24	21	22	18	15
24	21	22	19	14
24	21	22	20	13
24	21	22	21	12
24	21	22	22	11
24	22	19	18	17
24	22	19	19	16
24	22	19	20	15
24	22	19	21	14
24	22	20	18	16
24	22	20	19	15
24	22	20	20	14
24	22	20	21	13
24	22	20	22	12
24	22	21	17	16
24	22	21	18	15
24	22	21	19	14
24	22	21	20	13
24	22	21	21	12
24	22	21	22	11
24	22	22	17	15
24	22	22	18	14
24	22	22	19	13
24	22	22	20	12
24	22	22	21	11
24	22	22	22	10
24	22	23	16	15
24	22	23	17	14
24	22	23	18	13
24	22	23	19	12
24	22	23	20	11
24	22	23	21	10
24	22	23	22	9
24	22	23	23	8
24	23	18	18	17
24	23	18	19	16
24	23	18	20	15
24	23	18	21	14
24	23	19	18	16
24	23	19	19	15
24	23	19	20	14
24	23	19	21	13
24	23	19	22	12
24	23	20	17	16
24	23	20	18	15
24	23	20	19	14
24	23	20	20	13
24	23	20	21	12
24	23	20	22	11
24	23	21	17	15
24	23	21	18	14
24	23	21	19	13
24	23	21	20	12
24	23	21	21	11
24	23	21	22	10
24	23	22	16	15
24	23	22	17	14
24	23	22	18	13
24	23	22	19	12
24	23	22	20	11
24	23	22	21	10
24	23	22	22	9
24	23	22	23	8
24	23	23	16	14
24	23	23	17	13
24	23	23	18	12
24	23	23	19	11
24	23	23	20	10
24	23	23	21	9
24	23	23	22	8
24	23	23	23	7
25	19	19	19	18
25	19	19	20	17
25	19	19	21	16
25	19	20	19	17
25	19	20	20	16
25	19	20	21	15
25	19	21	18	17
25	19	21	19	16
25	19	21	20	15
25	19	21	21	14
25	19	22	18	16
25	19	22	19	15
25	19	22	20	14
25	19	22	21	13
25	19	22	22	12
25	20	19	19	17
25	20	19	20	16
25	20	19	21	15
25	20	20	18	17
25	20	20	19	16
25	20	20	20	15
25	20	20	21	14
25	20	21	18	16
25	20	21	19	15
25	20	21	20	14
25	20	21	21	13
25	20	21	22	12
25	20	22	17	16
25	20	22	18	15
25	20	22	19	14
25	20	22	20	13
25	20	22	21	12
25	20	22	22	11
25	21	19	18	17
25	21	19	19	16
25	21	19	20	15
25	21	19	21	14
25	21	20	18	16
25	21	20	19	15
25	21	20	20	14
25	21	20	21	13
25	21	20	22	12
25	21	21	17	16
25	21	21	18	15
25	21	21	19	14
25	21	21	20	13
25	21	21	21	12
25	21	21	22	11
25	21	22	17	15
25	21	22	18	14
25	21	22	19	13
25	21	22	20	12
25	21	22	21	11
25	21	22	22	10
25	21	23	16	15
25	21	23	17	14
25	21	23	18	13
25	21	23	19	12
25	21	23	20	11
25	21	23	21	10
25	21	23	22	9
25	21	23	23	8
25	22	18	18	17
25	22	18	19	16
25	22	18	20	15
25	22	18	21	14
25	22	19	18	16
25	22	19	19	15
25	22	19	20	14
25	22	19	21	13
25	22	19	22	12
25	22	20	17	16
25	22	20	18	15
25	22	20	19	14
25	22	20	20	13
25	22	20	21	12
25	22	20	22	11
25	22	21	17	15
25	22	21	18	14
25	22	21	19	13
25	22	21	20	12
25	22	21	21	11
25	22	21	22	10
25	22	22	16	15
25	22	22	17	14
25	22	22	18	13
25	22	22	19	12
25	22	22	20	11
25	22	22	21	10
25	22	22	22	9
25	22	22	23	8
25	22	23	16	14
25	22	23	17	13
25	22	23	18	12
25	22	23	19	11
25	22	23	20	10
25	22	23	21	9
25	22	23	22	8
25	22	23	23	7
25	23	18	18	16
25	23	18	19	15
25	23	18	20	14
25	23	18	21	13
25	23	18	22	12
25	23	19	17	16
25	23	19	18	15
25	23	19	19	14
25	23	19	20	13
25	23	19	21	12
25	23	19	22	11
25	23	20	17	15
25	23	20	18	14
25	23	20	19	13
25	23	20	20	12
25	23	20	21	11
25	23	20	22	10
25	23	21	16	15
25	23	21	17	14
25	23	21	18	13
25	23	21	19	12
25	23	21	20	11
25	23	21	21	10
25	23	21	22	9
25	23	21	23	8
25	23	22	16	14
25	23	22	17	13
25	23	22	18	12
25	23	22	19	11
25	23	22	20	10
25	23	22	21	9
25	23	22	22	8
25	23	22	23	7
25	23	23	15	14
25	23	23	16	13
25	23	23	17	12
25	23	23	18	11
25	23	23	19	10
25	23	23	20	9
25	23	23	21	8
25	23	23	22	7
25	23	23	23	6
25	23	24	15	13
25	23	24	16	12
25	23	24	17	11
25	23	24	18	10
25	23	24	19	9
25	23	24	20	8
25	23	24	21	7
25	23	24	22	6
25	23	24	23	5
25	23	24	24	4
25	24	18	17	16
25	24	18	18	15
25	24	18	19	14
25	24	18	20	13
25	24	18	21	12
25	24	18	22	11
25	24	19	17	15
25	24	19	18	14
25	24	19	19	13
25	24	19	20	12
25	24	19	21	11
25	24	19	22	10
25	24	20	16	15
25	24	20	17	14
25	24	20	18	13
25	24	20	19	12
25	24	20	20	11
25	24	20	21	10
25	24	20	22	9
25	24	20	23	8
25	24	21	16	14
25	24	21	17	13
25	24	21	18	12
25	24	21	19	11
25	24	21	20	10
25	24	21	21	9
25	24	21	22	8
25	24	21	23	7
25	24	22	15	14
25	24	22	16	13
25	24	22	17	12
25	24	22	18	11
25	24	22	19	10
25	24	22	20	9
25	24	22	21	8
25	24	22	22	7
25	24	22	23	6
25	24	23	15	13
25	24	23	16	12
25	24	23	17	11
25	24	23	18	10
25	24	23	19	9
25	24	23	20	8
25	24	23	21	7
25	24	23	22	6
25	24	23	23	5
25	24	23	24	4
25	24	24	14	13
25	24	24	15	12
25	24	24	16	11
25	24	24	17	10
25	24	24	18	9
25	24	24	19	8
25	24	24	20	7
25	24	24	21	6
25	24	24	22	5
25	24	24	23	4
25	24	24	24	3
26	19	19	19	17
26	19	19	20	16
26	19	19	21	15
26	19	20	18	17
26	19	20	19	16
26	19	20	20	15
26	19	20	21	14
26	19	21	18	16
26	19	21	19	15
26	19	21	20	14
26	19	21	21	13
26	19	21	22	12
26	19	22	17	16
26	19	22	18	15
26	19	22	19	14
26	19	22	20	13
26	19	22	21	12
26	19	22	22	11
26	20	19	18	17
26	20	19	19	16
26	20	19	20	15
26	20	19	21	14
26	20	20	18	16
26	20	20	19	15
26	20	20	20	14
26	20	20	21	13
26	20	20	22	12
26	20	21	17	16
26	20	21	18	15
26	20	21	19	14
26	20	21	20	13
26	20	21	21	12
26	20	21	22	11
26	20	22	17	15
26	20	22	18	14
26	20	22	19	13
26	20	22	20	12
26	20	22	21	11
26	20	22	22	10
26	20	23	16	15
26	20	23	17	14
26	20	23	18	13
26	20	23	19	12
26	20	23	20	11
26	20	23	21	10
26	20	23	22	9
26	20	23	23	8
26	21	18	18	17
26	21	18	19	16
26	21	18	20	15
26	21	18	21	14
26	21	19	18	16
26	21	19	19	15
26	21	19	20	14
26	21	19	21	13
26	21	19	22	12
26	21	20	17	16
26	21	20	18	15
26	21	20	19	14
26	21	20	20	13
26	21	20	21	12
26	21	20	22	11
26	21	21	17	15
26	21	21	18	14
26	21	21	19	13
26	21	21	20	12
26	21	21	21	11
26	21	21	22	10
26	21	22	16	15
26	21	22	17	14
26	21	22	18	13
26	21	22	19	12
26	21	22	20	11
26	21	22	21	10
26	21	22	22	9
26	21	22	23	8
26	21	23	16	14
26	21	23	17	13
26	21	23	18	12
26	21	23	19	11
26	21	23	20	10
26	21	23	21	9
26	21	23	22	8
26	21	23	23	7
26	22	18	18	16
26	22	18	19	15
26	22	18	20	14
26	22	18	21	13
26	22	18	22	12
26	22	19	17	16
26	22	19	18	15
26	22	19	19	14
26	22	19	20	13
26	22	19	21	12
26	22	19	22	11
26	22	20	17	15
26	22	20	18	14
26	22	20	19	13
26	22	20	20	12
26	22	20	21	11
26	22	20	22	10
26	22	21	16	15
26	22	21	17	14
26	22	21	18	13
26	22	21	19	12
26	22	21	20	11
26	22	21	21	10
26	22	21	22	9
26	22	21	23	8
26	22	22	16	14
26	22	22	17	13
26	22	22	18	12
26	22	22	19	11
26	22	22	20	10
26	22	22	21	9
26	22	22	22	8
26	22	22	23	7
26	22	23	15	14
26	22	23	16	13
26	22	23	17	12
26	22	23	18	11
26	22	23	19	10
26	22	23	20	9
26	22	23	21	8
26	22	23	22	7
26	22	23	23	6
26	22	24	15	13
26	22	24	16	12
26	22	24	17	11
26	22	24	18	10
26	22	24	19	9
26	22	24	20	8
26	22	24	21	7
26	22	24	22	6
26	22	24	23	5
26	22	24	24	4
26	23	18	17	16
26	23	18	18	15
26	23	18	19	14
26	23	18	20	13
26	23	18	21	12
26	23	18	22	11
26	23	19	17	15
26	23	19	18	14
26	23	19	19	13
26	23	19	20	12
26	23	19	21	11
26	23	19	22	10
26	23	20	16	15
26	23	20	17	14
26	23	20	18	13
26	23	20	19	12
26	23	20	20	11
26	23	20	21	10
26	23	20	22	9
26	23	20	23	8
26	23	21	16	14
26	23	21	17	13
26	23	21	18	12
26	23	21	19	11
26	23	21	20	10
26	23	21	21	9
26	23	21	22	8
26	23	21	23	7
26	23	22	15	14
26	23	22	16	13
26	23	22	17	12
26	23	22	18	11
26	23	22	19	10
26	23	22	20	9
26	23	22	21	8
26	23	22	22	7
26	23	22	23	6
26	23	23	15	13
26	23	23	16	12
26	23	23	17	11
26	23	23	18	10
26	23	23	19	9
26	23	23	20	8
26	23	23	21	7
26	23	23	22	6
26	23	23	23	5
26	23	23	24	4
26	23	24	14	13
26	23	24	15	12
26	23	24	16	11
26	23	24	17	10
26	23	24	18	9
26	23	24	19	8
26	23	24	20	7
26	23	24	21	6
26	23	24	22	5
26	23	24	23	4
26	23	24	24	3
26	24	17	17	16
26	24	17	18	15
26	24	17	19	14
26	24	17	20	13
26	24	17	21	12
26	24	17	22	11
26	24	18	17	15
26	24	18	18	14
26	24	18	19	13
26	24	18	20	12
26	24	18	21	11
26	24	18	22	10
26	24	19	16	15
26	24	19	17	14
26	24	19	18	13
26	24	19	19	12
26	24	19	20	11
26	24	19	21	10
26	24	19	22	9
26	24	19	23	8
26	24	20	16	14
26	24	20	17	13
26	24	20	18	12
26	24	20	19	11
26	24	20	20	10
26	24	20	21	9
26	24	20	22	8
26	24	20	23	7
26	24	21	15	14
26	24	21	16	13
26	24	21	17	12
26	24	21	18	11
26	24	21	19	10
26	24	21	20	9
26	24	21	21	8
26	24	21	22	7
26	24	21	23	6
26	24	22	15	13
26	24	22	16	12
26	24	22	17	11
26	24	22	18	10
26	24	22	19	9
26	24	22	20	8
26	24	22	21	7
26	24	22	22	6
26	24	22	23	5
26	24	22	24	4
26	24	23	14	13
26	24	23	15	12
26	24	23	16	11
26	24	23	17	10
26	24	23	18	9
26	24	23	19	8
26	24	23	20	7
26	24	23	21	6
